Table S1: Results of U-Th-Pb analyses for igneous and detrital zircon samples,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,
,,,,,,Isotope ratios,,,,,Apparent ages (Ma),,,,,,,,Concordance,
,,,,,,,,,,,,,,,,,,,,
Analysis,U,206Pb,U/Th,206Pb*,±2s,207Pb*,±2s,206Pb*,±2s,error,206Pb*,±2s,207Pb*,±2s,206Pb*,±2s,Best age,±2s,68 vs. 67,68 vs. 75
,(ppm),204Pb,,207Pb*,(%),235U*,(%),238U,(%),corr.,238U*,(Ma),235U,(Ma),207Pb*,(Ma),(Ma),(Ma),(%),(%)
,,,,,,,,,,,,,,,,,,,,
MR24-017 74,845,709552,2.36,13.4216,1.6,1.68849,3.5,0.164436,3.0,0.881,981.4,27.8,1004.2,22.1,1054.3,33.1,1054.3,33.1,93.1,97.7
MR24-017 75,303,48948,5.45,16.8835,2.8,0.69284,3.8,0.084876,2.5,0.668,525.2,12.7,534.5,15.7,574.6,61.1,525.2,12.7,91.4,98.3
MR24-017 76,507,219154,0.84,15.9283,2.0,0.92494,4.6,0.106899,4.2,0.9,654.7,26.0,665.0,22.6,699.9,43.0,654.7,26.0,93.5,98.5
MR24-017 77,259,717672,1.57,16.455,3.3,0.79714,4.5,0.095176,3.1,0.686,586.1,17.4,595.2,20.4,630.2,70.9,586.1,17.4,93.0,98.5
MR24-017 78,376,252587,1.47,16.7249,2.3,0.81339,3.6,0.098709,2.7,0.758,606.8,15.7,604.4,16.3,595.1,50.6,606.8,15.7,102.0,100.4
MR24-017 79,831,246894,3.92,16.5962,1.8,0.81547,3.1,0.0982,2.5,0.816,603.8,14.5,605.5,14.0,611.7,38.4,603.8,14.5,98.7,99.7
MR24-017 80,285,177957,2.72,13.5134,1.6,1.5934,6.3,0.156236,6.1,0.969,935.8,53.5,967.6,39.5,1040.6,31.6,1040.6,31.6,89.9,96.7
MR24-017 82,192,2705278,0.9,4.7137,1.9,16.77747,6.3,0.573834,6.0,0.956,2923.5,141.9,2922.2,60.5,2921.3,30.0,2921.3,30.0,100.1,100.0
MR24-017 83,41,54363,0.83,13.6246,4.6,1.76921,10.6,0.174902,9.6,0.901,1039.1,91.7,1034.2,68.9,1024.0,93.3,1024.0,93.3,101.5,100.5
MR24-017 85,643,195578,2.19,16.5917,2.1,0.83838,3.7,0.100931,3.1,0.823,619.9,18.1,618.3,17.2,612.3,45.7,619.9,18.1,101.2,100.3
MR24-017 86,154,126582,1.25,6.2153,1.6,10.25947,3.4,0.462677,3.0,0.884,2451.4,60.5,2458.5,31.0,2464.3,26.4,2464.3,26.4,99.5,99.7
MR24-017 87,321,1979777,2.26,12.8057,1.9,1.94258,3.6,0.1805,3.0,0.85,1069.7,30.0,1095.9,24.0,1148.3,37.5,1148.3,37.5,93.2,97.6
MR24-017 88,45,14935,1.89,16.5136,4.9,0.85599,8.7,0.102566,7.2,0.826,629.4,43.1,627.9,40.7,622.5,105.5,629.4,43.1,101.1,100.2
MR24-017 89,1081,654079,1.75,17.3553,1.9,0.66503,4.1,0.083747,3.7,0.891,518.5,18.3,517.7,16.7,514.3,41.2,518.5,18.3,100.8,100.2
MR24-017 90,361,90479,1.45,16.6684,2.1,0.79248,4.5,0.095847,4.0,0.891,590.0,22.8,592.6,20.4,602.4,44.5,590.0,22.8,97.9,99.6
MR24-017 91,309,676466,0.66,8.6739,1.4,5.42546,3.6,0.341465,3.3,0.916,1893.7,54.2,1888.9,30.9,1883.6,26.1,1883.6,26.1,100.5,100.3
MR24-017 93,336,203292,0.81,16.4169,2.2,0.83023,5.7,0.098897,5.2,0.924,607.9,30.4,613.7,26.2,635.2,46.6,607.9,30.4,95.7,99.1
MR24-017 94,243,155173,1.24,16.4946,2.5,0.85066,4.5,0.10181,3.7,0.829,625.0,22.2,625.0,21.0,625.0,54.3,625.0,22.2,100.0,100.0
MR24-017 95,197,250395,1.64,5.9024,1.7,10.75245,4.6,0.460497,4.3,0.929,2441.8,86.8,2502.0,42.7,2551.2,28.5,2551.2,28.5,95.7,97.6
MR24-017 96,260,211797,1.46,16.4257,3.2,0.85259,5.0,0.101615,3.8,0.769,623.9,22.6,626.1,23.1,634.1,68.2,623.9,22.6,98.4,99.6
MR24-017 97,521,290679,2.16,16.6232,2.3,0.79213,3.8,0.095544,3.1,0.799,588.2,17.2,592.4,17.2,608.2,49.8,588.2,17.2,96.7,99.3
MR24-017 98,289,165408,3.5,7.7187,1.3,6.1423,3.0,0.344007,2.7,0.897,1905.9,45.0,1996.3,26.5,2091.1,23.6,2091.1,23.6,91.1,95.5
MR24-017 99,565,213544,1.94,17.2576,2.4,0.69451,4.6,0.086966,3.9,0.855,537.6,20.3,535.5,19.1,526.7,52.4,537.6,20.3,102.1,100.4
MR24-017 100,348,74729,1.99,16.8129,2.4,0.79115,6.0,0.096515,5.5,0.919,594.0,31.1,591.8,26.8,583.6,51.2,594.0,31.1,101.8,100.4
MR24-017 101,1112,782281,2.6,8.422,1.6,4.93202,3.2,0.301394,2.8,0.868,1698.2,41.6,1807.8,27.1,1936.5,28.6,1936.5,28.6,87.7,93.9
MR24-017 102,1272,418345,6.1,15.7845,1.7,0.92686,2.5,0.106154,1.8,0.711,650.4,10.8,666.0,12.0,719.1,36.7,650.4,10.8,90.4,97.7
MR24-017 103,316,84774,0.74,16.7758,2.8,0.75771,5.1,0.092232,4.3,0.835,568.7,23.4,572.7,22.5,588.4,61.3,568.7,23.4,96.7,99.3
MR24-017 104,228,103677,0.69,16.2755,2.4,0.85169,3.7,0.10058,2.8,0.764,617.8,16.5,625.6,17.1,653.8,50.8,617.8,16.5,94.5,98.8
MR24-017 105,483,654605,2.93,16.8735,2.9,0.75796,4.2,0.0928,3.0,0.73,572.1,16.7,572.8,18.3,575.8,62.0,572.1,16.7,99.4,99.9
MR24-017 107,537,88720,1.11,16.8156,2.2,0.73247,3.9,0.089372,3.2,0.831,551.8,17.1,558.0,16.7,583.3,46.9,551.8,17.1,94.6,98.9
MR24-017 108,202,96074,2.22,13.7957,2.0,1.65036,4.4,0.165203,4.0,0.897,985.6,36.5,989.7,28.1,998.7,39.9,998.7,39.9,98.7,99.6
MR24-017 109,208,379715,1.66,8.0068,1.3,6.32668,3.7,0.367561,3.4,0.932,2017.9,59.6,2022.2,32.3,2026.5,23.7,2026.5,23.7,99.6,99.8
MR24-017 110,217,344552,0.55,6.1814,1.9,10.46313,5.1,0.469295,4.8,0.929,2480.5,97.9,2476.7,47.4,2473.5,32.0,2473.5,32.0,100.3,100.2
MR24-017 111,316,126305,0.95,15.6864,2.7,1.01726,4.1,0.115784,3.1,0.748,706.3,20.6,712.5,21.1,732.4,57.9,706.3,20.6,96.4,99.1
MR24-017 112,114,163215,0.8,10.1812,2.2,3.76481,4.9,0.278122,4.4,0.896,1581.9,62.1,1585.3,39.6,1589.8,41.0,1589.8,41.0,99.5,99.8
MR24-017 113,589,134820,1.21,16.2015,1.8,0.87346,3.2,0.102682,2.6,0.82,630.1,15.9,637.4,15.3,663.6,39.5,630.1,15.9,95.0,98.9
MR24-017 114,603,544953,11.75,16.6192,2.2,0.77638,5.8,0.093622,5.3,0.922,576.9,29.4,583.4,25.6,608.8,48.3,576.9,29.4,94.8,98.9
MR24-017 115,142,15395,0.63,16.5242,3.8,0.86453,5.5,0.103656,3.9,0.716,635.8,23.8,632.6,25.8,621.1,82.6,635.8,23.8,102.4,100.5
MR24-017 117,201,128177,1.19,7.8318,1.8,6.27549,5.0,0.356618,4.6,0.931,1966.1,78.2,2015.0,43.4,2065.5,31.8,2065.5,31.8,95.2,97.6
MR24-017 118,264,886990,2.12,15.3295,1.9,1.12891,3.5,0.125569,2.9,0.836,762.5,20.8,767.2,18.6,780.9,39.9,762.5,20.8,97.6,99.4
MR24-017 119,423,222159,0.69,16.0533,1.9,0.87816,4.1,0.10229,3.6,0.886,627.8,21.7,640.0,19.4,683.2,40.5,627.8,21.7,91.9,98.1
MR24-017 120,204,162014,1.48,7.7051,1.4,6.73716,4.9,0.376662,4.7,0.957,2060.7,83.4,2077.5,43.7,2094.2,25.1,2094.2,25.1,98.4,99.2
MR24-017 121,401,222776,1.53,14.1424,2.1,1.51915,3.7,0.15589,3.1,0.833,933.9,27.1,938.1,22.9,948.1,42.4,948.1,42.4,98.5,99.6
MR24-017 122,349,118930,5.71,16.5229,2.6,0.82655,4.5,0.099095,3.7,0.819,609.1,21.6,611.7,20.8,621.3,56.1,609.1,21.6,98.0,99.6
MR24-017 123,476,312194,1.72,10.5341,1.4,3.41498,2.7,0.261025,2.4,0.863,1495.1,31.4,1507.8,21.4,1525.8,26.0,1525.8,26.0,98.0,99.2
MR24-017 124,368,197687,2.07,18.1462,2.6,0.45059,3.4,0.059328,2.2,0.649,371.5,8.0,377.7,10.7,415.6,57.8,371.5,8.0,89.4,98.4
MR24-017 125,112,59201,0.45,16.4506,4.3,0.79974,5.9,0.095461,4.1,0.687,587.8,22.8,596.7,26.7,630.8,92.7,587.8,22.8,93.2,98.5
MR24-017 126,304,203779,1.53,9.2287,2.0,4.78825,4.2,0.320634,3.7,0.879,1792.8,57.5,1782.8,35.1,1771.2,36.5,1771.2,36.5,101.2,100.6
MR24-017 127,181,436262,2.47,7.6806,2.0,6.87624,4.2,0.383214,3.7,0.878,2091.3,65.9,2095.6,37.3,2099.8,35.3,2099.8,35.3,99.6,99.8
MR24-017 128,101,38958,1.0,14.2258,3.7,1.36201,5.5,0.140589,4.1,0.743,848.0,32.3,872.7,32.1,936.0,75.2,848.0,32.3,90.6,97.2
MR24-017 129,1280,851329,2.01,8.0355,1.7,5.44973,3.3,0.317748,2.8,0.851,1778.7,43.2,1892.7,28.0,2020.1,30.4,2020.1,30.4,88.1,94.0
MR24-017 130,65,293834,0.85,8.3024,2.0,5.97272,4.9,0.359808,4.4,0.909,1981.3,75.6,1971.9,42.4,1962.0,36.2,1962.0,36.2,101.0,100.5
MR24-017 131,109,299880,2.37,16.4929,2.8,0.85561,5.7,0.102392,5.0,0.869,628.4,29.9,627.7,26.9,625.2,61.3,628.4,29.9,100.5,100.1
MR24-017 132,187,175706,1.7,16.5871,4.1,0.85687,5.1,0.103129,3.1,0.599,632.7,18.6,628.4,24.1,612.9,89.0,632.7,18.6,103.2,100.7
MR24-017 133,551,158716,1.68,13.723,1.6,1.68534,3.5,0.167815,3.1,0.89,1000.1,28.6,1003.0,22.1,1009.4,32.0,1009.4,32.0,99.1,99.7
MR24-017 136,93,1031033,1.04,5.5368,2.5,12.83218,6.3,0.515534,5.8,0.92,2680.2,126.8,2667.4,59.2,2657.7,40.7,2657.7,40.7,100.8,100.5
MR24-017 137,318,31254,1.62,10.0058,1.8,3.45612,3.9,0.250921,3.4,0.881,1443.2,44.3,1517.3,30.7,1622.1,34.3,1622.1,34.3,89.0,95.1
MR24-017 139,115,250514,0.86,16.6591,3.5,0.78997,5.9,0.09549,4.8,0.806,587.9,26.9,591.2,26.6,603.6,76.1,587.9,26.9,97.4,99.4
MR24-017 140,136,62117,3.54,11.8225,2.4,2.67242,5.2,0.229249,4.7,0.886,1330.6,55.9,1320.9,38.8,1305.1,47.2,1305.1,47.2,102.0,100.7
MR24-017 141,58,176120,1.21,9.3098,2.5,4.67302,6.0,0.315668,5.4,0.905,1768.5,83.4,1762.4,49.9,1755.2,46.5,1755.2,46.5,100.8,100.3
MR24-017 142,348,52642,0.81,16.8886,3.2,0.72593,5.2,0.088958,4.1,0.792,549.4,21.7,554.2,22.3,573.9,69.3,549.4,21.7,95.7,99.1
MR24-017 143,113,46807,2.17,16.2995,3.9,0.82079,6.8,0.097073,5.6,0.816,597.2,31.8,608.5,31.3,650.6,84.8,597.2,31.8,91.8,98.1
MR24-017 144,145,184705,0.52,15.9559,7.1,0.89224,11.6,0.1033,9.2,0.791,633.7,55.3,647.6,55.5,696.2,151.3,633.7,55.3,91.0,97.9
MR24-017 145,602,276393,7.64,16.238,2.0,0.9461,3.2,0.111472,2.4,0.775,681.3,15.8,676.1,15.6,658.7,42.8,681.3,15.8,103.4,100.8
MR24-017 146,970,153809,1.11,16.145,2.4,0.81986,3.1,0.096044,2.0,0.64,591.2,11.1,608.0,14.1,671.0,50.5,591.2,11.1,88.1,97.2
MR24-017 147,849,901967,1.01,16.4813,1.4,0.86063,3.4,0.102921,3.1,0.911,631.5,18.6,630.5,15.9,626.7,30.2,631.5,18.6,100.8,100.2
MR24-017 148,477,94561,1.78,16.5884,2.1,0.7731,3.0,0.093053,2.1,0.719,573.6,11.7,581.5,13.1,612.8,44.4,573.6,11.7,93.6,98.6
MR24-017 150,357,304839,2.46,16.6827,2.8,0.81764,3.8,0.098974,2.7,0.695,608.4,15.5,606.7,17.5,600.5,59.7,608.4,15.5,101.3,100.3
MR24-017 151,474,617517,3.23,6.4215,1.6,7.69177,3.7,0.358391,3.3,0.904,1974.5,56.4,2195.6,32.9,2409.0,26.6,2409.0,26.6,82.0,89.9
MR24-017 152,113,61879,0.92,16.2232,3.0,0.83813,5.3,0.09866,4.4,0.825,606.6,25.3,618.1,24.6,660.7,64.3,606.6,25.3,91.8,98.1
MR24-017 153,367,196090,3.48,13.7904,2.0,1.73258,3.3,0.173366,2.6,0.788,1030.6,24.5,1020.7,21.0,999.5,40.8,999.5,40.8,103.1,101.0
MR24-017 154,363,397421,15.28,16.5998,2.3,0.8369,4.2,0.100802,3.6,0.845,619.1,21.2,617.4,19.6,611.3,49.0,619.1,21.2,101.3,100.3
MR24-017 155,359,315570,3.43,15.0122,2.1,1.21817,3.0,0.132692,2.1,0.715,803.2,16.1,808.9,16.6,824.8,43.5,803.2,16.1,97.4,99.3
MR24-017 157,188,222316,1.17,9.0145,1.9,4.95138,4.1,0.323865,3.6,0.891,1808.6,57.3,1811.1,34.5,1813.9,33.6,1813.9,33.6,99.7,99.9
MR24-017 158,332,156720,2.02,7.8282,1.5,6.59006,3.4,0.374323,3.0,0.892,2049.7,53.4,2058.0,30.1,2066.3,27.2,2066.3,27.2,99.2,99.6
MR24-017 159,151,19535,1.14,18.0183,3.6,0.52987,6.3,0.069275,5.1,0.814,431.8,21.3,431.7,22.1,431.4,81.2,431.8,21.3,100.1,100.0
MR24-017 160,545,196773,2.09,7.8634,1.6,5.51099,4.7,0.314436,4.4,0.942,1762.5,67.6,1902.3,40.0,2058.4,27.6,2058.4,27.6,85.6,92.7
MR24-017 161,157,79096,3.46,16.0909,2.7,0.9204,5.1,0.107462,4.3,0.848,658.0,27.0,662.6,24.8,678.2,57.7,658.0,27.0,97.0,99.3
MR24-017 162,274,307691,1.16,15.7017,2.2,1.02027,3.4,0.11624,2.7,0.775,708.9,17.8,714.1,17.6,730.3,45.9,708.9,17.8,97.1,99.3
MR24-017 164,110,440114,1.48,8.115,2.0,5.69148,4.5,0.335127,4.1,0.9,1863.2,65.9,1930.1,39.1,2002.7,35.0,2002.7,35.0,93.0,96.5
MR24-017 165,219,166737,1.04,8.8122,3.7,5.29619,7.0,0.338641,5.9,0.85,1880.1,96.6,1868.2,59.5,1855.0,66.3,1855.0,66.3,101.4,100.6
MR24-017 166,383,303965,3.19,7.1542,1.5,7.49913,6.5,0.389285,6.3,0.971,2119.5,113.2,2172.9,57.9,2223.7,26.8,2223.7,26.8,95.3,97.5
MR24-017 167,211,75536,0.76,13.4483,2.9,1.75166,4.9,0.170927,4.0,0.812,1017.2,37.8,1027.8,32.0,1050.3,58.1,1050.3,58.1,96.8,99.0
MR24-017 168,568,1443940,2.82,9.0857,1.3,4.55352,3.4,0.300192,3.2,0.923,1692.3,47.1,1740.8,28.5,1799.6,23.9,1799.6,23.9,94.0,97.2
MR24-017 169,220,808678,6.0,16.4698,3.2,0.89983,4.9,0.107533,3.7,0.757,658.4,23.4,651.6,23.8,628.2,69.6,658.4,23.4,104.8,101.0
MR24-017 170,138,103317,1.23,9.5563,2.9,3.44292,4.2,0.238733,3.0,0.722,1380.1,37.7,1514.3,33.1,1707.2,53.6,1707.2,53.6,80.8,91.1
MR24-017 171,290,221901,1.43,15.5956,2.5,1.04678,3.5,0.118455,2.4,0.693,721.7,16.4,727.3,18.0,744.6,52.8,721.7,16.4,96.9,99.2
MR24-017 173,214,408387,1.6,8.8465,2.2,4.24628,4.6,0.272568,4.0,0.881,1553.8,55.7,1683.0,37.6,1848.0,39.1,1848.0,39.1,84.1,92.3
MR24-017 174,321,510992,1.18,8.7121,1.7,4.38889,6.5,0.277441,6.3,0.964,1578.5,88.4,1710.2,54.1,1875.7,31.2,1875.7,31.2,84.2,92.3
MR24-017 175,900,174230,1.86,18.404,1.6,0.40478,3.4,0.054054,3.0,0.876,339.4,9.9,345.1,10.0,384.0,37.0,339.4,9.9,88.4,98.3
MR24-017 176,494,103612,1.85,16.7482,2.1,0.80166,3.9,0.09742,3.3,0.844,599.3,18.9,597.8,17.6,592.0,45.3,599.3,18.9,101.2,100.3
MR24-017 177,256,154986,1.91,14.8364,2.0,1.29249,4.0,0.139139,3.4,0.86,839.8,26.8,842.4,22.7,849.3,42.0,839.8,26.8,98.9,99.7
MR24-017 178,962,923458,2.72,16.7566,2.0,0.76633,3.4,0.093175,2.8,0.815,574.3,15.3,577.7,15.0,591.0,42.9,574.3,15.3,97.2,99.4
MR24-017 179,331,107563,1.32,16.3889,2.6,0.9179,4.8,0.109154,4.1,0.849,667.8,26.1,661.2,23.5,638.9,55.1,667.8,26.1,104.5,101.0
MR24-017 181,489,313838,1.32,16.2909,1.9,0.84997,3.7,0.100471,3.1,0.855,617.2,18.5,624.6,17.2,651.8,40.8,617.2,18.5,94.7,98.8
MR24-017 182,112,868108,0.79,8.146,2.3,5.91976,5.2,0.349899,4.6,0.896,1934.1,77.5,1964.1,44.9,1995.9,40.8,1995.9,40.8,96.9,98.5
MR24-017 183,277,2935251,1.45,7.918,2.3,5.60642,4.4,0.322102,3.8,0.853,1800.0,59.0,1917.1,37.9,2046.2,40.6,2046.2,40.6,88.0,93.9
MR24-017 184,148,415641,0.78,15.7479,3.4,0.8388,5.6,0.095847,4.4,0.789,590.0,24.7,618.5,25.7,724.1,72.5,590.0,24.7,81.5,95.4
MR24-017 185,57,25132,1.35,16.6862,3.7,0.803,8.4,0.097223,7.5,0.896,598.1,42.9,598.5,37.9,600.0,80.4,598.1,42.9,99.7,99.9
MR24-017 186,233,2500,1.03,7.6628,31.5,1.7299,31.8,0.096184,4.7,0.149,592.0,26.8,1019.7,205.5,2103.9,556.1,2103.9,556.1,28.1,58.1
MR24-017 188,113,51861,0.47,16.7521,4.4,0.71725,6.0,0.087183,4.0,0.667,538.9,20.6,549.0,25.3,591.5,96.3,538.9,20.6,91.1,98.2
MR24-017 189,193,185400,1.85,16.2993,2.8,0.87313,4.4,0.103262,3.4,0.776,633.5,20.4,637.3,20.7,650.6,59.2,633.5,20.4,97.4,99.4
MR24-017 190,246,357640,0.44,9.3075,2.1,4.3484,4.8,0.293669,4.2,0.893,1659.8,62.1,1702.6,39.2,1755.6,39.2,1755.6,39.2,94.5,97.5
MR24-017 191,517,228779,1.67,16.789,2.4,0.77842,4.2,0.094827,3.5,0.827,584.0,19.6,584.6,18.9,586.8,51.8,584.0,19.6,99.5,99.9
MR24-017 192,322,1316616,2.0,5.5986,1.8,12.70708,3.9,0.516199,3.5,0.889,2683.0,76.4,2658.2,36.8,2639.3,29.7,2639.3,29.7,101.7,100.9
MR24-017 193,533,284818,1.76,5.6992,1.5,11.48716,3.2,0.475033,2.9,0.89,2505.6,60.0,2563.5,30.3,2609.7,24.6,2609.7,24.6,96.0,97.7
MR24-017 194,214,1803047,1.1,7.7426,1.5,7.14099,4.4,0.401181,4.1,0.937,2174.5,76.3,2129.2,39.3,2085.7,27.0,2085.7,27.0,104.3,102.1
MR24-017 195,20,2500,1.55,16.3563,13.7,0.91472,15.7,0.108559,7.7,0.492,664.4,48.8,659.6,76.2,643.2,294.0,664.4,48.8,103.3,100.7
MR24-017 196,195,334893,28.34,8.0161,1.8,6.02458,4.2,0.350414,3.8,0.908,1936.6,64.3,1979.4,36.9,2024.4,31.5,2024.4,31.5,95.7,97.8
MR24-017 197,213,180188,3.17,7.7103,1.6,6.36779,4.0,0.356249,3.7,0.913,1964.4,61.9,2027.8,35.1,2093.1,28.8,2093.1,28.8,93.9,96.9
MR24-017 198,797,195636,3.18,16.931,2.0,0.7504,3.6,0.092187,3.0,0.837,568.5,16.4,568.5,15.6,568.5,42.9,568.5,16.4,100.0,100.0
MR24-017 199,303,74229,1.93,16.9703,2.7,0.77937,4.0,0.095968,2.9,0.728,590.7,16.3,585.1,17.6,563.4,59.2,590.7,16.3,104.8,101.0
MR24-017 200,321,363573,3.17,8.2279,1.6,5.09297,4.4,0.304058,4.1,0.932,1711.4,61.0,1834.9,37.0,1978.1,28.1,1978.1,28.1,86.5,93.3
MR24-017 201,577,231566,2.39,17.0297,2.1,0.72807,3.9,0.089965,3.3,0.839,555.3,17.3,555.4,16.6,555.8,46.1,555.3,17.3,99.9,100.0
MR24-017 202,146,36849,1.37,15.9347,3.3,0.98893,5.2,0.114342,4.1,0.776,697.9,26.8,698.2,26.4,699.0,70.1,697.9,26.8,99.8,100.0
MR24-017 203,558,282587,0.63,16.6636,2.6,0.80353,4.2,0.097155,3.3,0.785,597.7,18.8,598.8,19.0,603.0,56.3,597.7,18.8,99.1,99.8
MR24-017 204,351,384338,2.08,15.8547,2.0,0.94665,4.2,0.108903,3.7,0.875,666.4,23.2,676.4,20.7,709.7,43.1,666.4,23.2,93.9,98.5
MR24-017 205,252,187501,2.41,13.3447,2.1,1.8595,3.9,0.180052,3.2,0.83,1067.3,31.5,1066.8,25.4,1065.9,43.2,1065.9,43.2,100.1,100.0
MR24-017 206,208,405356,0.44,17.0711,3.0,0.75192,4.7,0.093138,3.6,0.769,574.1,19.9,569.3,20.5,550.5,65.7,574.1,19.9,104.3,100.8
MR24-017 207,145,82628,1.75,14.7391,3.0,1.22942,5.2,0.131482,4.2,0.81,796.3,31.5,814.1,29.1,863.0,63.1,796.3,31.5,92.3,97.8
MR24-017 208,415,136882,0.91,16.1422,2.8,0.89045,5.1,0.104296,4.3,0.841,639.5,26.0,646.6,24.3,671.4,58.9,639.5,26.0,95.2,98.9
MR24-017 209,689,154714,0.63,15.8341,2.4,0.94564,3.5,0.108646,2.6,0.74,664.9,16.6,675.8,17.5,712.5,50.6,664.9,16.6,93.3,98.4
MR24-017 210,280,280321,2.92,5.0233,1.7,14.95037,3.8,0.544922,3.4,0.897,2804.0,78.2,2812.1,36.5,2817.9,27.7,2817.9,27.7,99.5,99.7
MR24-017 211,405,100966,2.88,15.4348,2.5,0.9427,4.1,0.105576,3.3,0.79,647.0,20.1,674.3,20.4,766.5,53.4,647.0,20.1,84.4,96.0
MR24-017 212,223,57708,1.15,16.4656,3.7,0.87215,6.3,0.104199,5.1,0.81,639.0,31.3,636.7,30.0,628.8,80.1,639.0,31.3,101.6,100.4
MR24-017 213,668,151272,5.67,16.569,1.8,0.87369,3.0,0.105038,2.3,0.79,643.9,14.3,637.6,14.0,615.3,39.3,643.9,14.3,104.6,101.0
MR24-017 214,514,153986,1.75,16.8098,2.3,0.74559,4.3,0.09094,3.6,0.849,561.1,19.6,565.7,18.6,584.1,49.2,561.1,19.6,96.1,99.2
MR24-017 215,259,101884,0.98,17.2158,2.9,0.74712,4.3,0.093327,3.2,0.747,575.2,17.6,566.6,18.6,532.1,62.4,575.2,17.6,108.1,101.5
MR24-017 216,505,159559,0.83,16.5606,2.0,0.87677,3.6,0.105356,3.0,0.838,645.7,18.5,639.2,17.0,616.4,42.2,645.7,18.5,104.8,101.0
MR24-017 217,388,423375,0.62,16.4499,2.4,0.82469,3.5,0.098435,2.5,0.713,605.2,14.3,610.7,15.9,630.9,52.4,605.2,14.3,95.9,99.1
MR24-017 218,279,49736,1.02,16.4624,2.8,0.88718,4.5,0.105974,3.6,0.79,649.3,22.0,644.9,21.5,629.2,59.6,649.3,22.0,103.2,100.7
MR24-017 219,358,671085,3.37,15.8845,2.2,0.95685,4.1,0.110284,3.4,0.838,674.4,21.9,681.7,20.2,705.7,47.4,674.4,21.9,95.6,98.9
MR24-017 221,433,352534,4.57,16.4322,2.5,0.84413,4.8,0.100646,4.0,0.849,618.2,23.8,621.4,22.2,633.2,54.3,618.2,23.8,97.6,99.5
MR24-017 222,196,29920,1.31,17.0899,3.6,0.71348,5.1,0.088475,3.6,0.707,546.5,18.7,546.8,21.4,548.1,78.2,546.5,18.7,99.7,99.9
MR24-017 223,99,327606,2.24,5.6492,2.2,10.63504,4.4,0.435937,3.8,0.861,2332.4,74.0,2491.8,40.8,2624.3,37.1,2624.3,37.1,88.9,93.6
MR24-017 224,207,874272,2.92,5.0434,1.9,14.8792,4.2,0.544498,3.7,0.891,2802.2,84.4,2807.5,39.7,2811.3,30.9,2811.3,30.9,99.7,99.8
MR24-017 225,25,16140,0.94,14.8362,7.4,1.05519,11.7,0.113592,9.0,0.776,693.6,59.5,731.5,60.8,849.3,153.0,693.6,59.5,81.7,94.8
MR24-017 226,217,107003,2.23,13.9126,2.3,1.64479,4.3,0.16604,3.6,0.843,990.3,33.4,987.6,27.3,981.6,47.3,981.6,47.3,100.9,100.3
MR24-017 227,123,1024080,1.32,4.302,1.4,18.32543,5.0,0.572035,4.8,0.96,2916.2,113.2,3007.0,48.4,3068.2,22.6,3068.2,22.6,95.0,97.0
MR24-017 228,410,220448,3.93,16.4585,2.5,0.86429,3.8,0.103215,2.8,0.752,633.2,17.0,632.5,17.7,629.8,53.3,633.2,17.0,100.5,100.1
MR24-017 229,155,162634,1.65,16.3287,3.1,0.84835,4.7,0.100513,3.5,0.744,617.4,20.6,623.7,22.0,646.8,67.6,617.4,20.6,95.5,99.0
MR24-017 230,514,484040,1.18,13.439,1.9,1.71457,3.5,0.167192,2.9,0.845,996.6,27.1,1014.0,22.2,1051.7,37.4,1051.7,37.4,94.8,98.3
MR24-017 231,828,707224,2.01,5.4835,1.6,11.20571,3.1,0.445853,2.7,0.854,2376.8,52.9,2540.4,29.1,2673.7,26.9,2673.7,26.9,88.9,93.6
MR24-017 232,58,17735,0.93,14.8091,5.2,0.87978,8.3,0.094536,6.5,0.784,582.3,36.4,640.9,39.6,853.1,107.4,582.3,36.4,68.3,90.9
MR24-017 233,547,679162,3.57,7.7697,1.5,6.3778,4.0,0.359557,3.6,0.922,1980.1,62.2,2029.2,34.7,2079.6,27.0,2079.6,27.0,95.2,97.6
MR24-017 234,772,271627,2.4,16.3415,1.7,0.86269,2.8,0.102291,2.3,0.81,627.8,13.7,631.6,13.3,645.1,35.6,627.8,13.7,97.3,99.4
MR24-017 235,131,166434,0.57,16.4259,3.5,0.75971,5.1,0.090546,3.6,0.717,558.8,19.4,573.8,22.2,634.0,75.9,558.8,19.4,88.1,97.4
MR24-017 237,207,77542,1.71,16.8905,3.8,0.74968,5.3,0.091879,3.6,0.688,566.6,19.7,568.0,23.0,573.7,83.3,566.6,19.7,98.8,99.8
MR24-017 238,286,37701,2.59,16.9413,3.2,0.76784,5.2,0.094386,4.0,0.784,581.4,22.5,578.5,22.8,567.2,69.8,581.4,22.5,102.5,100.5
MR24-017 239,299,170918,1.11,16.4669,2.4,0.80131,4.1,0.095743,3.4,0.822,589.4,19.1,597.6,18.7,628.6,50.7,589.4,19.1,93.8,98.6
MR24-017 240,1011,193470,6.75,13.7328,1.6,1.44388,3.0,0.143875,2.5,0.848,866.5,20.6,907.3,18.0,1008.0,32.2,1008.0,32.2,86.0,95.5
MR24-017 241,161,128194,1.94,16.3843,2.6,0.81243,4.9,0.096584,4.1,0.845,594.4,23.5,603.8,22.3,639.5,56.4,594.4,23.5,92.9,98.4
